INTERVAL;M_DATE;PRICE_ZONE_ID;POWER_SYS_ID;E_USE_FACT;E_USE_PLAN;GEN_FACT;GEN_PLAN
14;11.02.2020 0:00:00;1;550000;14540;14357;15282;15021
15;11.02.2020 0:00:00;1;550000;14525;14431;15199;15057
16;11.02.2020 0:00:00;1;550000;14467;14490;14972;14831
17;11.02.2020 0:00:00;1;550000;15194;15090;15731;15554
18;11.02.2020 0:00:00;1;550000;15421;15448;15832;15662
19;11.02.2020 0:00:00;1;550000;15094;15215;15423;15218
20;11.02.2020 0:00:00;1;550000;14977;14932;15156;15071
21;11.02.2020 0:00:00;1;550000;14331;14297;13851;13739
22;11.02.2020 0:00:00;1;550000;13558;13503;12763;12564
23;11.02.2020 0:00:00;1;550000;12708;12743;11896;11692
0;12.02.2020 0:00:00;1;550000;12321;12108;11347;11080
1;12.02.2020 0:00:00;1;550000;11989;11766;11298;10949
2;12.02.2020 0:00:00;1;550000;11791;11787;11241;10917
3;12.02.2020 0:00:00;1;550000;11792;11768;11238;10985
4;12.02.2020 0:00:00;1;550000;12067;11936;11520;11136
5;12.02.2020 0:00:00;1;550000;12744;12570;11917;11493
6;12.02.2020 0:00:00;1;550000;13550;13653;13028;13135
7;12.02.2020 0:00:00;1;550000;14383;14206;14158;13995
8;12.02.2020 0:00:00;1;550000;14962;14843;15089;14795
9;12.02.2020 0:00:00;1;550000;15057;14862;15097;14900
10;12.02.2020 0:00:00;1;550000;15340;14885;15158;14909
11;12.02.2020 0:00:00;1;550000;14953;14718;15114;14805
12;12.02.2020 0:00:00;1;550000;14856;14660;14977;14750
13;12.02.2020 0:00:00;1;550000;14632;14582;15091;15019
14;12.02.2020 0:00:00;1;550000;14625;14508;15117;14945
15;12.02.2020 0:00:00;1;550000;14561;14438;15205;14789
16;12.02.2020 0:00:00;1;550000;14516;14442;15023;14623
17;12.02.2020 0:00:00;1;550000;15150;15148;15141;15326
18;12.02.2020 0:00:00;1;550000;15361;15330;15054;15174
19;12.02.2020 0:00:00;1;550000;15152;15139;15175;14919
20;12.02.2020 0:00:00;1;550000;14757;14771;14957;14565
21;12.02.2020 0:00:00;1;550000;14144;14207;14360;14105
22;12.02.2020 0:00:00;1;550000;13330;13359;12944;12757
23;12.02.2020 0:00:00;1;550000;12587;12620;12081;11742
0;13.02.2020 0:00:00;1;550000;12050;12125;11690;11242
1;13.02.2020 0:00:00;1;550000;11827;11789;11338;10919
2;13.02.2020 0:00:00;1;550000;11617;11603;11208;10925
3;13.02.2020 0:00:00;1;550000;11777;11564;11323;10909
4;13.02.2020 0:00:00;1;550000;11902;11735;12244;11085
5;13.02.2020 0:00:00;1;550000;12572;12309;11904;11646
6;13.02.2020 0:00:00;1;550000;13310;13360;12847;12732
7;13.02.2020 0:00:00;1;550000;13937;13978;14077;13697
8;13.02.2020 0:00:00;1;550000;14637;14757;14866;14690
9;13.02.2020 0:00:00;1;550000;14790;14678;15243;14909
10;13.02.2020 0:00:00;1;550000;14663;14723;15004;14852
11;13.02.2020 0:00:00;1;550000;14399;14473;14639;14643
12;13.02.2020 0:00:00;1;550000;14416;14286;14772;14620
13;13.02.2020 0:00:00;1;550000;14327;14179;14773;14576
14;13.02.2020 0:00:00;1;550000;14303;14097;14978;14554
15;13.02.2020 0:00:00;1;550000;14342;14118;14468;14083
16;13.02.2020 0:00:00;1;550000;14213;14166;14351;14057
17;13.02.2020 0:00:00;1;550000;14988;14966;15562;15161
18;13.02.2020 0:00:00;1;550000;15083;15160;15320;15112
19;13.02.2020 0:00:00;1;550000;14931;14942;14931;14734
20;13.02.2020 0:00:00;1;550000;14701;14558;14571;14389
21;13.02.2020 0:00:00;1;550000;14253;14077;14491;14252
22;13.02.2020 0:00:00;1;550000;13167;13185;13551;13092
23;13.02.2020 0:00:00;1;550000;12470;12469;12382;12197
0;14.02.2020 0:00:00;1;550000;11881;11949;11405;11108
1;14.02.2020 0:00:00;1;550000;11784;11652;11275;10949
2;14.02.2020 0:00:00;1;550000;11440;11465;11205;10916
3;14.02.2020 0:00:00;1;550000;11603;11455;11212;10919
4;14.02.2020 0:00:00;1;550000;11795;11643;11393;11062
5;14.02.2020 0:00:00;1;550000;12459;12301;12242;11341
6;14.02.2020 0:00:00;1;550000;13431;13175;12768;12328
7;14.02.2020 0:00:00;1;550000;13910;13786;13874;13544
8;14.02.2020 0:00:00;1;550000;14471;14552;14838;14597
9;14.02.2020 0:00:00;1;550000;14520;14675;15129;14852
10;14.02.2020 0:00:00;1;550000;14484;14449;14993;14765
11;14.02.2020 0:00:00;1;550000;14270;14225;14798;14639
12;14.02.2020 0:00:00;1;550000;14030;14046;14680;14552
13;14.02.2020 0:00:00;1;550000;13950;13957;14820;14648
14;14.02.2020 0:00:00;1;550000;13765;13783;14833;14667
15;14.02.2020 0:00:00;1;550000;13737;13699;14409;14222
16;14.02.2020 0:00:00;1;550000;13775;13802;13968;13722
17;14.02.2020 0:00:00;1;550000;14517;14515;14906;14845
18;14.02.2020 0:00:00;1;550000;14841;14761;14824;14628
19;14.02.2020 0:00:00;1;550000;14550;14520;14754;14409
20;14.02.2020 0:00:00;1;550000;14267;14286;14250;14025
21;14.02.2020 0:00:00;1;550000;13832;13765;13505;13624
22;14.02.2020 0:00:00;1;550000;13014;12932;12711;12712
23;14.02.2020 0:00:00;1;550000;12478;12203;11783;11319
0;15.02.2020 0:00:00;1;550000;11999;11801;10982;10677
1;15.02.2020 0:00:00;1;550000;11500;11560;10557;10349
2;15.02.2020 0:00:00;1;550000;11370;11435;10892;10259
3;15.02.2020 0:00:00;1;550000;11381;11424;10631;9894
4;15.02.2020 0:00:00;1;550000;11655;11515;10346;10025
5;15.02.2020 0:00:00;1;550000;12061;11900;10948;10394
6;15.02.2020 0:00:00;1;550000;12239;12404;11536;11332
7;15.02.2020 0:00:00;1;550000;13032;13012;12164;11705
8;15.02.2020 0:00:00;1;550000;13805;13769;13489;13214
9;15.02.2020 0:00:00;1;550000;13816;14029;14146;14024
10;15.02.2020 0:00:00;1;550000;13799;14025;14370;14298
11;15.02.2020 0:00:00;1;550000;13711;13863;14151;14230
12;15.02.2020 0:00:00;1;550000;13386;13706;14258;14096
13;15.02.2020 0:00:00;1;550000;13438;13487;13800;13603
14;15.02.2020 0:00:00;1;550000;13388;13391;13750;13604
15;15.02.2020 0:00:00;1;550000;13203;13389;13710;13437
16;15.02.2020 0:00:00;1;550000;13190;13387;14181;13891
17;15.02.2020 0:00:00;1;550000;14163;14134;14894;14621
18;15.02.2020 0:00:00;1;550000;14349;14501;14737;14735
19;15.02.2020 0:00:00;1;550000;14164;14224;14629;14431
20;15.02.2020 0:00:00;1;550000;13745;13946;14330;14048
21;15.02.2020 0:00:00;1;550000;13463;13497;13608;13572
22;15.02.2020 0:00:00;1;550000;12738;12756;12242;11840
23;15.02.2020 0:00:00;1;550000;12168;12148;11371;11287
0;16.02.2020 0:00:00;1;550000;11636;11736;10727;10531
1;16.02.2020 0:00:00;1;550000;11372;11405;10748;10362
2;16.02.2020 0:00:00;1;550000;11086;11183;10672;10330
3;16.02.2020 0:00:00;1;550000;11258;11076;10722;10371
4;16.02.2020 0:00:00;1;550000;11274;11181;10586;10432
5;16.02.2020 0:00:00;1;550000;11682;11535;10637;10558
6;16.02.2020 0:00:00;1;550000;11888;11909;11232;11331
7;16.02.2020 0:00:00;1;550000;12310;12390;11897;11598
8;16.02.2020 0:00:00;1;550000;13284;13089;12800;12601
9;16.02.2020 0:00:00;1;550000;13501;13389;13812;13636
10;16.02.2020 0:00:00;1;550000;13502;13671;13956;13736
11;16.02.2020 0:00:00;1;550000;13392;13643;13935;13786
12;16.02.2020 0:00:00;1;550000;13361;13301;13701;13538
13;16.02.2020 0:00:00;1;550000;13002;13170;13535;13381
14;16.02.2020 0:00:00;1;550000;12956;13106;13457;13313
15;16.02.2020 0:00:00;1;550000;13120;13094;13428;13198
16;16.02.2020 0:00:00;1;550000;13159;13150;13498;13344
17;16.02.2020 0:00:00;1;550000;13971;14132;14697;14634
18;16.02.2020 0:00:00;1;550000;14469;14296;14813;14680
19;16.02.2020 0:00:00;1;550000;14397;14008;14278;14107
20;16.02.2020 0:00:00;1;550000;14167;13792;14125;13870
21;16.02.2020 0:00:00;1;550000;13508;13521;13689;13616
22;16.02.2020 0:00:00;1;550000;12708;12828;12738;12774
23;16.02.2020 0:00:00;1;550000;12183;12213;11518;11525
0;17.02.2020 0:00:00;1;550000;11657;11637;10660;10546
1;17.02.2020 0:00:00;1;550000;11410;11284;10789;10448
2;17.02.2020 0:00:00;1;550000;11357;11103;10739;10434
3;17.02.2020 0:00:00;1;550000;11215;11123;10714;10446
4;17.02.2020 0:00:00;1;550000;11311;11327;10825;10521
5;17.02.2020 0:00:00;1;550000;12284;12057;11494;11203
6;17.02.2020 0:00:00;1;550000;13192;12963;13190;13048
7;17.02.2020 0:00:00;1;550000;13785;13636;14134;13844
8;17.02.2020 0:00:00;1;550000;14491;14374;14850;14610
9;17.02.2020 0:00:00;1;550000;14512;14459;14908;14784
10;17.02.2020 0:00:00;1;550000;14424;14430;15078;14875
11;17.02.2020 0:00:00;1;550000;14283;14142;15164;14877
12;17.02.2020 0:00:00;1;550000;14067;13976;14813;14733
13;17.02.2020 0:00:00;1;550000;13946;13909;14815;14678
14;17.02.2020 0:00:00;1;550000;13831;13726;14738;14568
15;17.02.2020 0:00:00;1;550000;13596;13686;14652;14532
16;17.02.2020 0:00:00;1;550000;13534;13683;14604;14541
17;17.02.2020 0:00:00;1;550000;14170;14467;15274;15168
18;17.02.2020 0:00:00;1;550000;14503;14637;15328;15140
19;17.02.2020 0:00:00;1;550000;14640;14337;15247;14899
20;17.02.2020 0:00:00;1;550000;14332;14028;14873;14530
21;17.02.2020 0:00:00;1;550000;13822;13596;13861;13817
22;17.02.2020 0:00:00;1;550000;12752;12847;12751;12729
23;17.02.2020 0:00:00;1;550000;12065;12196;12117;11600
0;18.02.2020 0:00:00;1;550000;11834;11641;10841;10409
1;18.02.2020 0:00:00;1;550000;11520;11334;10628;10317
2;18.02.2020 0:00:00;1;550000;11465;11148;10710;10289
3;18.02.2020 0:00:00;1;550000;11227;11290;10490;10298
4;18.02.2020 0:00:00;1;550000;11520;11399;10654;10412
5;18.02.2020 0:00:00;1;550000;12187;12008;11130;10806
6;18.02.2020 0:00:00;1;550000;13116;12939;12879;12662
7;18.02.2020 0:00:00;1;550000;13429;13507;13523;13399
8;18.02.2020 0:00:00;1;550000;14147;14227;14294;14110
9;18.02.2020 0:00:00;1;550000;14152;14219;14410;14372
10;18.02.2020 0:00:00;1;550000;13985;14057;14404;14403
11;18.02.2020 0:00:00;1;550000;13704;13740;14476;14277
12;18.02.2020 0:00:00;1;550000;13518;13541;14394;14202
13;18.02.2020 0:00:00;1;550000;13460;13420;14446;14187
14;18.02.2020 0:00:00;1;550000;13159;13367;14282;14027
15;18.02.2020 0:00:00;1;550000;13318;13295;13986;13841
16;18.02.2020 0:00:00;1;550000;13183;13091;13751;13587
17;18.02.2020 0:00:00;1;550000;13897;14150;14570;14425
18;18.02.2020 0:00:00;1;550000;14455;14447;14691;14513
19;18.02.2020 0:00:00;1;550000;14205;14293;14475;14279
20;18.02.2020 0:00:00;1;550000;14061;14047;14065;13984
21;18.02.2020 0:00:00;1;550000;13451;13473;13586;13444
22;18.02.2020 0:00:00;1;550000;12553;12683;12484;12364
23;18.02.2020 0:00:00;1;550000;11841;11909;11571;11214
0;19.02.2020 0:00:00;1;550000;11504;11532;10691;10353
1;19.02.2020 0:00:00;1;550000;11093;11218;10303;10151
2;19.02.2020 0:00:00;1;550000;10962;11063;10339;10148
3;19.02.2020 0:00:00;1;550000;10909;11012;10086;9900
4;19.02.2020 0:00:00;1;550000;11305;11178;10402;10245
5;19.02.2020 0:00:00;1;550000;11764;11821;10908;10724
6;19.02.2020 0:00:00;1;550000;12770;12739;12967;12872
7;19.02.2020 0:00:00;1;550000;13285;13333;13471;13392
8;19.02.2020 0:00:00;1;550000;13834;13910;14096;14000
9;19.02.2020 0:00:00;1;550000;13825;14016;14342;14138
10;19.02.2020 0:00:00;1;550000;13882;13735;13993;14011
11;19.02.2020 0:00:00;1;550000;13502;13461;13893;13931
12;19.02.2020 0:00:00;1;550000;13406;13279;13920;13845
13;19.02.2020 0:00:00;1;550000;13278;13172;14106;13844
14;19.02.2020 0:00:00;1;550000;13030;13105;14114;13803
15;19.02.2020 0:00:00;1;550000;13104;13160;13803;13747
16;19.02.2020 0:00:00;1;550000;13016;13129;13660;13535
17;19.02.2020 0:00:00;1;550000;13870;13892;14326;14245
18;19.02.2020 0:00:00;1;550000;14142;14345;14865;14711
19;19.02.2020 0:00:00;1;550000;14103;14233;14343;14214
20;19.02.2020 0:00:00;1;550000;13909;13930;14116;13981
21;19.02.2020 0:00:00;1;550000;13261;13364;13571;13464
22;19.02.2020 0:00:00;1;550000;12558;12485;12754;12489
23;19.02.2020 0:00:00;1;550000;11746;11715;11330;11177
0;20.02.2020 0:00:00;1;550000;11215;11364;10389;10191
1;20.02.2020 0:00:00;1;550000;11174;11045;10282;10010
2;20.02.2020 0:00:00;1;550000;10839;10827;10128;10027
3;20.02.2020 0:00:00;1;550000;10938;10845;10186;10035
4;20.02.2020 0:00:00;1;550000;11098;11092;10564;10196
5;20.02.2020 0:00:00;1;550000;11719;11767;11085;10912
6;20.02.2020 0:00:00;1;550000;12689;12623;12101;12460
7;20.02.2020 0:00:00;1;550000;13132;13196;13072;12958
8;20.02.2020 0:00:00;1;550000;13724;13760;13934;13848
9;20.02.2020 0:00:00;1;550000;13778;13880;13999;13885
10;20.02.2020 0:00:00;1;550000;13717;13746;13942;13777
11;20.02.2020 0:00:00;1;550000;13590;13499;13958;13749
12;20.02.2020 0:00:00;1;550000;13455;13407;13503;13477
13;20.02.2020 0:00:00;1;550000;13247;13297;13600;13707
14;20.02.2020 0:00:00;1;550000;13234;13172;13765;13647
15;20.02.2020 0:00:00;1;550000;13259;13152;13532;13418
16;20.02.2020 0:00:00;1;550000;13403;13145;13217;13130
17;20.02.2020 0:00:00;1;550000;13968;13822;14263;14043
18;20.02.2020 0:00:00;1;550000;14414;14359;14692;14363
19;20.02.2020 0:00:00;1;550000;14121;14171;14445;14116
20;20.02.2020 0:00:00;1;550000;13901;13940;14064;13821
21;20.02.2020 0:00:00;1;550000;13438;13389;13357;13277
22;20.02.2020 0:00:00;1;550000;12491;12515;12367;12372
23;20.02.2020 0:00:00;1;550000;11826;11764;11540;11237
0;21.02.2020 0:00:00;1;550000;11385;11308;10885;10396
1;21.02.2020 0:00:00;1;550000;11170;11044;10497;10099
2;21.02.2020 0:00:00;1;550000;10942;10851;10304;10115
3;21.02.2020 0:00:00;1;550000;10918;10854;10286;10005
4;21.02.2020 0:00:00;1;550000;11203;11054;10496;10277
5;21.02.2020 0:00:00;1;550000;11946;11736;11337;10823
6;21.02.2020 0:00:00;1;550000;12701;12685;12351;12443
7;21.02.2020 0:00:00;1;550000;13253;13246;13484;13295
8;21.02.2020 0:00:00;1;550000;13997;13930;14037;13966
9;21.02.2020 0:00:00;1;550000;14077;14104;14010;13984
10;21.02.2020 0:00:00;1;550000;14148;13997;13972;13940
11;21.02.2020 0:00:00;1;550000;13975;13867;13730;13767
12;21.02.2020 0:00:00;1;550000;13826;13727;13599;13602
13;21.02.2020 0:00:00;1;550000;13649;13679;13678;13586
14;21.02.2020 0:00:00;1;550000;13696;13571;13367;13428
15;21.02.2020 0:00:00;1;550000;13699;13492;13230;13363
16;21.02.2020 0:00:00;1;550000;13561;13514;13455;13332
17;21.02.2020 0:00:00;1;550000;14191;14205;14245;14036
18;21.02.2020 0:00:00;1;550000;14366;14544;14450;14382
19;21.02.2020 0:00:00;1;550000;14129;14214;14231;14104
20;21.02.2020 0:00:00;1;550000;13787;13916;14038;13934
21;21.02.2020 0:00:00;1;550000;13380;13356;13333;13275
22;21.02.2020 0:00:00;1;550000;12606;12470;12810;12441
23;21.02.2020 0:00:00;1;550000;11844;11764;11303;11128
0;22.02.2020 0:00:00;1;550000;11357;11220;9995;9829
1;22.02.2020 0:00:00;1;550000;11227;10965;9803;9481
2;22.02.2020 0:00:00;1;550000;11010;10927;9686;9519
3;22.02.2020 0:00:00;1;550000;10822;10954;9742;9573
4;22.02.2020 0:00:00;1;550000;10906;11048;9832;9673
5;22.02.2020 0:00:00;1;550000;11346;11229;10269;9919
6;22.02.2020 0:00:00;1;550000;11745;11701;10937;10731
7;22.02.2020 0:00:00;1;550000;12469;12325;11396;11124
8;22.02.2020 0:00:00;1;550000;13186;13173;12694;12535
9;22.02.2020 0:00:00;1;550000;13615;13462;13369;13156
10;22.02.2020 0:00:00;1;550000;13854;13563;13497;13471
11;22.02.2020 0:00:00;1;550000;13561;13507;13330;13187
12;22.02.2020 0:00:00;1;550000;13610;13405;13235;13054
13;22.02.2020 0:00:00;1;550000;13612;13393;13250;13044
14;22.02.2020 0:00:00;1;550000;13460;13353;13061;13012
15;22.02.2020 0:00:00;1;550000;13572;13335;13173;13097
16;22.02.2020 0:00:00;1;550000;13516;13341;13475;13157
17;22.02.2020 0:00:00;1;550000;13806;13898;13867;13723
18;22.02.2020 0:00:00;1;550000;14153;14235;14380;14216
19;22.02.2020 0:00:00;1;550000;13796;13966;13985;13865
20;22.02.2020 0:00:00;1;550000;13610;13676;13478;13561
21;22.02.2020 0:00:00;1;550000;13129;13200;13321;13079
22;22.02.2020 0:00:00;1;550000;12627;12460;12445;12105
23;22.02.2020 0:00:00;1;550000;11834;11662;11118;10710
0;23.02.2020 0:00:00;1;550000;11312;11248;10123;9860
1;23.02.2020 0:00:00;1;550000;11035;10976;9750;9513
2;23.02.2020 0:00:00;1;550000;10884;10833;9716;9497
3;23.02.2020 0:00:00;1;550000;10754;10748;9742;9498
4;23.02.2020 0:00:00;1;550000;10914;10972;9895;9588
5;23.02.2020 0:00:00;1;550000;11191;11180;10024;9776
6;23.02.2020 0:00:00;1;550000;11256;11491;10548;10486
7;23.02.2020 0:00:00;1;550000;11764;12142;11189;11077
8;23.02.2020 0:00:00;1;550000;12552;12781;12012;11846
9;23.02.2020 0:00:00;1;550000;13118;12937;12615;12450
10;23.02.2020 0:00:00;1;550000;13169;13095;13146;12768
11;23.02.2020 0:00:00;1;550000;13140;13062;13171;12962
12;23.02.2020 0:00:00;1;550000;13060;13033;13038;12989
13;23.02.2020 0:00:00;1;550000;12943;12942;13107;12973
14;23.02.2020 0:00:00;1;550000;12964;12863;12963;12856
15;23.02.2020 0:00:00;1;550000;12974;12816;12893;12714
16;23.02.2020 0:00:00;1;550000;13014;12856;12876;12692
17;23.02.2020 0:00:00;1;550000;13327;13570;13584;13414
18;23.02.2020 0:00:00;1;550000;13540;13928;13788;13786
19;23.02.2020 0:00:00;1;550000;13541;13662;13905;13561
20;23.02.2020 0:00:00;1;550000;13373;13348;13635;13287
21;23.02.2020 0:00:00;1;550000;13034;12915;13080;12892
22;23.02.2020 0:00:00;1;550000;12331;12124;12001;11891
23;23.02.2020 0:00:00;1;550000;11651;11538;10601;10548
0;24.02.2020 0:00:00;1;550000;11252;11134;10036;9757
1;24.02.2020 0:00:00;1;550000;11054;10816;9848;9489
2;24.02.2020 0:00:00;1;550000;10649;10659;9834;9460
3;24.02.2020 0:00:00;1;550000;10707;10637;9841;9466
4;24.02.2020 0:00:00;1;550000;10654;10777;9979;9555
5;24.02.2020 0:00:00;1;550000;10822;11091;10084;9694
6;24.02.2020 0:00:00;1;550000;11457;11398;10245;10188
7;24.02.2020 0:00:00;1;550000;12029;11799;10674;10561
8;24.02.2020 0:00:00;1;550000;12647;12546;11704;11322
9;24.02.2020 0:00:00;1;550000;13163;12991;13116;12361
10;24.02.2020 0:00:00;1;550000;13711;13248;13572;13122
11;24.02.2020 0:00:00;1;550000;13525;13330;13579;12786
12;24.02.2020 0:00:00;1;550000;13515;13358;13182;12676
13;24.02.2020 0:00:00;1;550000;13481;13370;13186;12547
14;24.02.2020 0:00:00;1;550000;13469;13315;13095;12633
15;24.02.2020 0:00:00;1;550000;13489;13281;13135;12867
16;24.02.2020 0:00:00;1;550000;13338;13268;13059;13043
17;24.02.2020 0:00:00;1;550000;13984;13779;14174;13650
18;24.02.2020 0:00:00;1;550000;14267;14078;14331;13975
19;24.02.2020 0:00:00;1;550000;14057;13901;14119;13803
20;24.02.2020 0:00:00;1;550000;13794;13715;13963;13636
21;24.02.2020 0:00:00;1;550000;13316;13229;13177;13172
22;24.02.2020 0:00:00;1;550000;12388;12444;12696;12099
23;24.02.2020 0:00:00;1;550000;11682;11731;11860;11183
0;25.02.2020 0:00:00;1;550000;11221;11275;10291;9857
1;25.02.2020 0:00:00;1;550000;10728;10925;10132;9718
2;25.02.2020 0:00:00;1;550000;10779;10792;9887;9599
3;25.02.2020 0:00:00;1;550000;10911;10771;9903;9601
4;25.02.2020 0:00:00;1;550000;11030;10864;10196;9945
5;25.02.2020 0:00:00;1;550000;11635;11522;10402;10159
6;25.02.2020 0:00:00;1;550000;12495;12496;11461;11228
7;25.02.2020 0:00:00;1;550000;13166;13177;12216;11864
8;25.02.2020 0:00:00;1;550000;13818;13857;13858;13657
9;25.02.2020 0:00:00;1;550000;13992;13989;13808;13726
10;25.02.2020 0:00:00;1;550000;13785;13861;13589;13758
11;25.02.2020 0:00:00;1;550000;13751;13686;13729;13585
12;25.02.2020 0:00:00;1;550000;13532;13385;13525;13321
13;25.02.2020 0:00:00;1;550000;13318;13391;13418;13244
14;25.02.2020 0:00:00;1;550000;13185;13286;13172;13104
15;25.02.2020 0:00:00;1;550000;13264;13180;12940;13000
16;25.02.2020 0:00:00;1;550000;13065;13106;13075;12995
17;25.02.2020 0:00:00;1;550000;13724;13745;13485;13392
18;25.02.2020 0:00:00;1;550000;14125;14137;14169;13909
19;25.02.2020 0:00:00;1;550000;14143;13994;14036;13790
20;25.02.2020 0:00:00;1;550000;13794;13698;14112;13512
21;25.02.2020 0:00:00;1;550000;13410;13203;14042;13118
22;25.02.2020 0:00:00;1;550000;12725;12543;12548;11958
23;25.02.2020 0:00:00;1;550000;11818;11830;11314;10728
0;26.02.2020 0:00:00;1;550000;11253;11406;10623;10193
1;26.02.2020 0:00:00;1;550000;11012;11120;10105;9665
2;26.02.2020 0:00:00;1;550000;10968;10965;9936;9536
3;26.02.2020 0:00:00;1;550000;11052;10973;9796;9495
4;26.02.2020 0:00:00;1;550000;11176;11133;10058;9764
5;26.02.2020 0:00:00;1;550000;11735;11770;10667;10359
6;26.02.2020 0:00:00;1;550000;12535;12664;11363;11600
7;26.02.2020 0:00:00;1;550000;13233;13301;12507;12448
8;26.02.2020 0:00:00;1;550000;13653;13926;13970;13856
9;26.02.2020 0:00:00;1;550000;13586;13988;14459;14124
10;26.02.2020 0:00:00;1;550000;13376;13703;14012;13788
11;26.02.2020 0:00:00;1;550000;13171;13212;13693;13441
12;26.02.2020 0:00:00;1;550000;13030;13055;13243;13256
13;26.02.2020 0:00:00;1;550000;12880;12924;13535;13386
14;26.02.2020 0:00:00;1;550000;12779;12794;13394;13317
15;26.02.2020 0:00:00;1;550000;12855;12725;13471;13207
16;26.02.2020 0:00:00;1;550000;12754;12787;12988;13004
17;26.02.2020 0:00:00;1;550000;13322;13512;13611;13383
18;26.02.2020 0:00:00;1;550000;14066;13995;13710;13885
19;26.02.2020 0:00:00;1;550000;13968;13782;14069;13703
20;26.02.2020 0:00:00;1;550000;13697;13538;13850;13486
21;26.02.2020 0:00:00;1;550000;13156;13005;13536;13039
22;26.02.2020 0:00:00;1;550000;12067;12316;12580;12342
23;26.02.2020 0:00:00;1;550000;11475;11571;11423;11283
0;27.02.2020 0:00:00;1;550000;11007;10956;10150;9797
1;27.02.2020 0:00:00;1;550000;10637;10700;9778;9575
2;27.02.2020 0:00:00;1;550000;10581;10531;9827;9543
3;27.02.2020 0:00:00;1;550000;10512;10511;9752;9524
4;27.02.2020 0:00:00;1;550000;10628;10670;10063;9679
5;27.02.2020 0:00:00;1;550000;11262;11266;10404;9942
6;27.02.2020 0:00:00;1;550000;12051;12121;11278;11181
7;27.02.2020 0:00:00;1;550000;12769;12685;12151;11978
8;27.02.2020 0:00:00;1;550000;13186;13230;13334;13289
9;27.02.2020 0:00:00;1;550000;13324;13311;13252;13444
10;27.02.2020 0:00:00;1;550000;12971;13122;13338;13162
11;27.02.2020 0:00:00;1;550000;12776;12858;13083;13037
12;27.02.2020 0:00:00;1;550000;12450;12700;13158;12879
13;27.02.2020 0:00:00;1;550000;12374;12483;13149;12943
14;27.02.2020 0:00:00;1;550000;12424;12351;12948;12809
15;27.02.2020 0:00:00;1;550000;12374;12322;12879;12584
16;27.02.2020 0:00:00;1;550000;12405;12375;12509;12377
17;27.02.2020 0:00:00;1;550000;12862;12914;12953;12823
18;27.02.2020 0:00:00;1;550000;13487;13522;14067;13957
19;27.02.2020 0:00:00;1;550000;13353;13402;13653;13509
20;27.02.2020 0:00:00;1;550000;13034;13113;13259;13139
21;27.02.2020 0:00:00;1;550000;12570;12554;12856;12705
22;27.02.2020 0:00:00;1;550000;11628;11822;11748;11586
23;27.02.2020 0:00:00;1;550000;11055;11235;11007;10566
0;28.02.2020 0:00:00;1;550000;10621;10662;10018;9780
1;28.02.2020 0:00:00;1;550000;10246;10378;9830;9567
2;28.02.2020 0:00:00;1;550000;10091;10255;9684;9523
3;28.02.2020 0:00:00;1;550000;10258;10303;9561;9381
4;28.02.2020 0:00:00;1;550000;10377;10389;9722;9528
5;28.02.2020 0:00:00;1;550000;11085;11055;10200;9905
6;28.02.2020 0:00:00;1;550000;11965;11865;11230;11155
7;28.02.2020 0:00:00;1;550000;12624;12551;11486;11466
8;28.02.2020 0:00:00;1;550000;13099;13059;13247;13181
9;28.02.2020 0:00:00;1;550000;13265;13229;13399;13283
10;28.02.2020 0:00:00;1;550000;13323;13184;14008;13165
11;28.02.2020 0:00:00;1;550000;13091;13002;13787;13019
12;28.02.2020 0:00:00;1;550000;13026;12873;13218;13068
13;28.02.2020 0:00:00;1;550000;12987;12814;13447;13351
14;28.02.2020 0:00:00;1;550000;12893;12798;13436;13322
15;28.02.2020 0:00:00;1;550000;12721;12772;13245;13284
16;28.02.2020 0:00:00;1;550000;12584;12704;12919;12999
17;28.02.2020 0:00:00;1;550000;13038;13152;13277;13384
18;28.02.2020 0:00:00;1;550000;13688;13702;14060;14133
19;28.02.2020 0:00:00;1;550000;13330;13565;13431;13465
20;28.02.2020 0:00:00;1;550000;13167;13344;13194;13308
21;28.02.2020 0:00:00;1;550000;12717;12606;12868;12688
22;28.02.2020 0:00:00;1;550000;11899;11918;12220;11991
23;28.02.2020 0:00:00;1;550000;11248;11249;10753;10723
0;29.02.2020 0:00:00;1;550000;10807;10585;10093;9792
1;29.02.2020 0:00:00;1;550000;10632;10457;9685;9535
2;29.02.2020 0:00:00;1;550000;10477;10340;9831;9536
3;29.02.2020 0:00:00;1;550000;10252;10358;9927;9519
4;29.02.2020 0:00:00;1;550000;10458;10495;9816;9593
5;29.02.2020 0:00:00;1;550000;10849;10810;9901;9715
6;29.02.2020 0:00:00;1;550000;11087;11172;10831;10593
7;29.02.2020 0:00:00;1;550000;11676;11798;11211;10903
8;29.02.2020 0:00:00;1;550000;12494;12398;12146;11843
9;29.02.2020 0:00:00;1;550000;12780;12705;13030;12755
10;29.02.2020 0:00:00;1;550000;12718;12800;13447;13256
11;29.02.2020 0:00:00;1;550000;12785;12670;13512;13194
12;29.02.2020 0:00:00;1;550000;12591;12596;13316;13164
13;29.02.2020 0:00:00;1;550000;12426;12474;13269;13025
14;29.02.2020 0:00:00;1;550000;12294;12361;12868;12720
15;29.02.2020 0:00:00;1;550000;12470;12334;12997;12782
16;29.02.2020 0:00:00;1;550000;12472;12410;13203;13012
